Ord_ID;Cust_ID;Prod_ID;Ship_ID;Order_Date;Ship_Date;Customer_Name;Province;Region;Customer_Segment;Sales;Order_Quantity;Order_Priority;DaysTakenForShipping
Ord_1153;Cust_444;Prod_3;SHP_1587;2010-12-07;2010-12-08;BILL DONATELLI;ONTARIO;ONTARIO;CORPORATE;35695;1;MEDIUM;1
Ord_1153;Cust_444;Prod_8;SHP_1587;2010-12-07;2010-12-08;BILL DONATELLI;ONTARIO;ONTARIO;CORPORATE;11286;17;MEDIUM;1
Ord_126;Cust_85;Prod_3;SHP_170;2009-11-14;2009-11-15;BRYAN MILLS;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;SMALL BUSINESS;4737;8;MEDIUM;1
Ord_1239;Cust_472;Prod_3;SHP_1712;2009-12-06;2009-12-08;NAT GILPIN;ONTARIO;ONTARIO;CONSUMER;8723;14;NOT SPECIFIED;2
Ord_5187;Cust_1746;Prod_7;SHP_7251;2011-10-02;2011-10-02;BECKY PAK;ALBERTA;WEST;CORPORATE;14069;31;NOT SPECIFIED;0
Ord_546;Cust_198;Prod_14;SHP_741;2010-06-25;2010-06-26;SETH VERNON;BRITISH COLUMBIA;WEST;HOME OFFICE;2787554;46;MEDIUM;1
Ord_845;Cust_281;Prod_7;SHP_1162;2010-10-09;2010-10-09;GIULIETTA WEIMER;NOVA SCOTIA;ATLANTIC;CORPORATE;4366;28;HIGH;0
Ord_924;Cust_327;Prod_7;SHP_1279;2010-02-27;2010-02-27;MIKE KENNEDY;NOVA SCOTIA;ATLANTIC;CORPORATE;4123;35;CRITICAL;0
Ord_1096;Cust_423;Prod_14;SHP_1512;2011-06-14;2011-06-21;LYCORIS SAUNDERS;ONTARIO;ONTARIO;HOME OFFICE;222261;3;LOW;7
Ord_1274;Cust_471;Prod_7;SHP_1760;2010-02-02;2010-02-09;JONI BLUMSTEIN;ONTARIO;ONTARIO;CONSUMER;5072021;1;LOW;7
Ord_1334;Cust_507;Prod_14;SHP_1835;2011-03-17;2011-03-19;FRANK CARLISLE;ONTARIO;ONTARIO;SMALL BUSINESS;88594;2;CRITICAL;2
Ord_1425;Cust_541;Prod_7;SHP_1970;2010-08-13;2010-08-14;GEORGE ASHBROOK;ONTARIO;ONTARIO;CONSUMER;4799;33;MEDIUM;1
Ord_1506;Cust_535;Prod_7;SHP_2082;2010-12-27;2010-12-29;DAVID SMITH;ONTARIO;ONTARIO;SMALL BUSINESS;12662;34;CRITICAL;2
Ord_1570;Cust_517;Prod_7;SHP_2166;2009-09-24;2009-09-25;EUGENE HILDEBRAND;ONTARIO;ONTARIO;HOME OFFICE;4325;11;MEDIUM;1
Ord_1710;Cust_577;Prod_7;SHP_2368;2011-04-13;2011-04-15;THOMAS BOLAND;ONTARIO;ONTARIO;CORPORATE;7177;19;CRITICAL;2
Ord_1773;Cust_598;Prod_7;SHP_2458;2009-12-02;2009-12-09;MICHELLE ELLISON;ONTARIO;ONTARIO;HOME OFFICE;9322;25;LOW;7
Ord_1799;Cust_609;Prod_7;SHP_2730;2011-03-20;2011-03-21;ERIC BARRETO;NEWFOUNDLAND;ATLANTIC;CONSUMER;1192;32;HIGH;1
Ord_2415;Cust_965;Prod_7;SHP_3313;2009-07-17;2009-07-21;ANNE PRYOR;QUEBEC;QUEBEC;HOME OFFICE;6064;31;LOW;4
Ord_2659;Cust_1016;Prod_7;SHP_3639;2012-05-06;2012-05-06;VIVEK GRADY;ONTARIO;ONTARIO;HOME OFFICE;3422;31;LOW;0
Ord_2790;Cust_1008;Prod_7;SHP_3836;2011-03-19;2011-03-20;BILL OVERFELT;ONTARIO;ONTARIO;CORPORATE;13307;35;NOT SPECIFIED;1
Ord_2955;Cust_1030;Prod_7;SHP_4076;2012-10-24;2012-10-26;ODELLA NELSON;ONTARIO;ONTARIO;SMALL BUSINESS;738;21;HIGH;2
Ord_303;Cust_65;Prod_7;SHP_408;2011-04-08;2011-04-09;MUHAMMED MACINTYRE;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;SMALL BUSINESS;7799;20;HIGH;1
Ord_3440;Cust_1200;Prod_7;SHP_4768;2012-12-30;2012-12-30;THERESA SWINT;MANITOBA;PRARIE;CONSUMER;1415;10;MEDIUM;0
Ord_3508;Cust_1184;Prod_7;SHP_4859;2009-11-18;2009-11-20;LINDA SOUTHWORTH;MANITOBA;PRARIE;CONSUMER;4223;23;CRITICAL;2
Ord_2819;Cust_1016;Prod_7;SHP_3880;2011-10-31;2011-11-01;VIVEK GRADY;ONTARIO;ONTARIO;HOME OFFICE;1485;6;MEDIUM;1
Ord_3068;Cust_1140;Prod_7;SHP_4260;2009-11-02;2009-11-04;PATRICK JONES;NEW BRUNSWICK;ATLANTIC;HOME OFFICE;10796;30;LOW;2
Ord_3073;Cust_1142;Prod_14;SHP_4267;2009-03-01;2009-03-04;NATHAN MAUTZ;NEW BRUNSWICK;ATLANTIC;CORPORATE;355028;1;MEDIUM;3
Ord_3309;Cust_1210;Prod_7;SHP_4589;2009-10-30;2009-11-06;GARY HWANG;MANITOBA;PRARIE;HOME OFFICE;11606;47;LOW;7
Ord_363;Cust_145;Prod_14;SHP_482;2012-09-10;2012-09-12;HILARY HOLDEN;PRINCE EDWARD ISLAND;ATLANTIC;CORPORATE;642087;9;LOW;2
Ord_3629;Cust_1260;Prod_14;SHP_5026;2012-07-13;2012-07-14;MITCH WILLINGHAM;SASKACHEWAN;PRARIE;CORPORATE;1393453;50;MEDIUM;1
Ord_5467;Cust_1803;Prod_14;SHP_7639;2011-07-10;2011-07-12;TONJA TURNELL;ALBERTA;WEST;CONSUMER;596419;33;NOT SPECIFIED;2
Ord_589;Cust_197;Prod_7;SHP_803;2012-10-25;2012-10-25;MICHELLE ARNETT;BRITISH COLUMBIA;WEST;HOME OFFICE;33927;46;MEDIUM;0
Ord_656;Cust_198;Prod_7;SHP_896;2012-03-04;2012-03-08;SETH VERNON;BRITISH COLUMBIA;WEST;HOME OFFICE;5069;12;LOW;4
Ord_690;Cust_235;Prod_7;SHP_945;2010-02-02;2010-02-02;MARC HARRIGAN;BRITISH COLUMBIA;WEST;HOME OFFICE;7937;25;CRITICAL;0
Ord_704;Cust_242;Prod_7;SHP_963;2011-08-07;2011-08-08;RICARDO EMERSON;BRITISH COLUMBIA;WEST;CORPORATE;1022024;1;CRITICAL;1
Ord_1665;Cust_541;Prod_3;SHP_2301;2009-03-23;2009-03-25;GEORGE ASHBROOK;ONTARIO;ONTARIO;CONSUMER;10604;25;MEDIUM;2
Ord_1667;Cust_512;Prod_8;SHP_2304;2010-01-03;2010-01-04;DARREN BUDD;ONTARIO;ONTARIO;CONSUMER;29448;37;NOT SPECIFIED;1
Ord_1670;Cust_566;Prod_3;SHP_2308;2012-02-01;2012-02-03;ANEMONE RATNER;ONTARIO;ONTARIO;SMALL BUSINESS;36271;48;HIGH;2
Ord_1736;Cust_595;Prod_3;SHP_2400;2011-11-26;2011-11-27;VICTORIA WILSON;ONTARIO;ONTARIO;HOME OFFICE;43137;28;HIGH;1
Ord_1767;Cust_583;Prod_8;SHP_2449;2012-12-09;2012-12-10;SEAN MILLER;ONTARIO;ONTARIO;SMALL BUSINESS;11483;4;CRITICAL;1
Ord_1775;Cust_593;Prod_8;SHP_2460;2011-12-20;2011-12-21;PATRICK O'DONNELL;ONTARIO;ONTARIO;HOME OFFICE;385347;27;MEDIUM;1
Ord_1801;Cust_611;Prod_3;SHP_2494;2010-11-29;2010-11-29;BARRY FRANZ;NEWFOUNDLAND;ATLANTIC;CORPORATE;41882;48;MEDIUM;0
Ord_1832;Cust_636;Prod_8;SHP_2526;2009-06-10;2009-06-10;TOM PRESCOTT;NEWFOUNDLAND;ATLANTIC;SMALL BUSINESS;5703;7;HIGH;0
Ord_1845;Cust_647;Prod_3;SHP_2539;2012-11-08;2012-11-09;MUHAMMED YEDWAB;NEWFOUNDLAND;ATLANTIC;CONSUMER;213082;31;NOT SPECIFIED;1
Ord_43;Cust_34;Prod_8;SHP_2587;2009-03-20;2009-03-20;BARRY WEIRICH;NUNAVUT;NUNAVUT;CORPORATE;15077;7;MEDIUM;0
Ord_1905;Cust_681;Prod_8;SHP_2612;2010-07-16;2010-07-17;FRED MCMATH;NOVA SCOTIA;ATLANTIC;SMALL BUSINESS;163104;48;MEDIUM;1
Ord_1905;Cust_681;Prod_3;SHP_2612;2010-07-16;2010-07-17;FRED MCMATH;NOVA SCOTIA;ATLANTIC;SMALL BUSINESS;21462;49;MEDIUM;1
Ord_1967;Cust_734;Prod_3;SHP_2691;2011-12-18;2011-12-19;MARC CRIER;NOVA SCOTIA;ATLANTIC;CORPORATE;16225;21;MEDIUM;1
Ord_1998;Cust_754;Prod_8;SHP_2729;2009-04-14;2009-04-15;BECKY MARTIN;NOVA SCOTIA;ATLANTIC;HOME OFFICE;100371;33;MEDIUM;1
Ord_797;Cust_265;Prod_3;SHP_1099;2009-08-27;2009-08-27;NEIL KNUDSON;BRITISH COLUMBIA;WEST;CORPORATE;3376;16;MEDIUM;0
Ord_797;Cust_265;Prod_8;SHP_1099;2009-08-27;2009-08-27;NEIL KNUDSON;BRITISH COLUMBIA;WEST;CORPORATE;98624;18;MEDIUM;0
Ord_830;Cust_243;Prod_8;SHP_1138;2010-08-26;2010-08-28;PATRICK O'BRILL;BRITISH COLUMBIA;WEST;HOME OFFICE;17705;5;LOW;2
Ord_864;Cust_276;Prod_8;SHP_1189;2010-03-07;2010-03-07;JUSTIN HIRSH;NOVA SCOTIA;ATLANTIC;CONSUMER;85795;20;MEDIUM;0
Ord_90;Cust_66;Prod_3;SHP_122;2011-10-09;2011-10-10;DOUG BICKFORD;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;SMALL BUSINESS;141405;42;HIGH;1
Ord_10;Cust_10;Prod_3;SHP_13;2012-08-04;2012-08-04;CLAUDIA MINER;NUNAVUT;NUNAVUT;SMALL BUSINESS;8061;15;NOT SPECIFIED;0
Ord_959;Cust_348;Prod_8;SHP_1328;2012-07-10;2012-07-11;NATHAN CANO;BRITISH COLUMBIA;WEST;CONSUMER;9905;23;NOT SPECIFIED;1
Ord_1011;Cust_381;Prod_3;SHP_1400;2011-02-19;2011-02-20;MIKE KENNEDY;MANITOBA;PRARIE;SMALL BUSINESS;346597;4;MEDIUM;1
Ord_1011;Cust_381;Prod_8;SHP_1400;2011-02-19;2011-02-20;MIKE KENNEDY;MANITOBA;PRARIE;SMALL BUSINESS;130788;13;MEDIUM;1
Ord_1076;Cust_412;Prod_3;SHP_1488;2009-07-30;2009-07-30;GUY THORNTON;ONTARIO;ONTARIO;CORPORATE;40424;23;LOW;0
Ord_962;Cust_340;Prod_1;SHP_1331;2010-09-17;2010-09-22;NEIL DUCICH;BRITISH COLUMBIA;WEST;HOME OFFICE;9263;15;LOW;5
Ord_968;Cust_250;Prod_12;SHP_1338;2011-02-03;2011-02-05;MARK COUSINS;BRITISH COLUMBIA;WEST;HOME OFFICE;29812;50;MEDIUM;2
Ord_993;Cust_368;Prod_1;SHP_1373;2009-02-25;2009-02-27;DANA KAYDOS;MANITOBA;PRARIE;CORPORATE;26458;31;NOT SPECIFIED;2
Ord_993;Cust_368;Prod_5;SHP_1373;2009-02-25;2009-02-27;DANA KAYDOS;MANITOBA;PRARIE;CORPORATE;114026;39;NOT SPECIFIED;2
Ord_996;Cust_371;Prod_5;SHP_1378;2009-05-12;2009-05-13;AARON SMAYLING;MANITOBA;PRARIE;SMALL BUSINESS;320225;44;MEDIUM;1
Ord_1020;Cust_1143;Prod_5;SHP_1410;2009-01-22;2009-01-22;NATHAN MAUTZ;NEW BRUNSWICK;ATLANTIC;HOME OFFICE;403972;44;HIGH;0
Ord_1050;Cust_402;Prod_5;SHP_1449;2010-12-12;2010-12-13;MARIA BERTELSON;MANITOBA;PRARIE;HOME OFFICE;69088;32;MEDIUM;1
Ord_1137;Cust_416;Prod_5;SHP_1567;2010-08-05;2010-08-09;CHRISTINA VANDERZANDEN;ONTARIO;ONTARIO;SMALL BUSINESS;37713;38;LOW;4
Ord_765;Cust_251;Prod_5;SHP_1045;2012-06-23;2012-06-24;MARK COUSINS;BRITISH COLUMBIA;WEST;CORPORATE;3641;14;HIGH;1
Ord_777;Cust_245;Prod_1;SHP_1065;2012-08-30;2012-08-30;VICKY FREYMANN;BRITISH COLUMBIA;WEST;HOME OFFICE;77053;44;MEDIUM;0
Ord_785;Cust_238;Prod_5;SHP_1078;2010-01-20;2010-01-21;ROB DOWD;BRITISH COLUMBIA;WEST;CORPORATE;44653;48;HIGH;1
Ord_806;Cust_237;Prod_12;SHP_1109;2012-08-04;2012-08-06;RALPH KENNEDY;BRITISH COLUMBIA;WEST;CORPORATE;12165;42;NOT SPECIFIED;2
Ord_806;Cust_237;Prod_5;SHP_1109;2012-08-04;2012-08-06;RALPH KENNEDY;BRITISH COLUMBIA;WEST;CORPORATE;19022021;2;NOT SPECIFIED;2
Ord_817;Cust_266;Prod_5;SHP_1123;2010-04-10;2010-04-12;CHUCK CLARK;BRITISH COLUMBIA;WEST;CORPORATE;18407;8;NOT SPECIFIED;2
Ord_86;Cust_459;Prod_5;SHP_115;2009-07-16;2009-07-17;SKYE NORLING;ONTARIO;ONTARIO;HOME OFFICE;24351;18;NOT SPECIFIED;1
Ord_865;Cust_294;Prod_5;SHP_1190;2012-10-16;2012-10-23;KHLOE MILLER;NOVA SCOTIA;ATLANTIC;CONSUMER;66221;33;CRITICAL;7
Ord_955;Cust_345;Prod_5;SHP_1323;2010-03-03;2010-03-07;JOHN CASTELL;BRITISH COLUMBIA;WEST;SMALL BUSINESS;19155;26;LOW;4
Ord_1001;Cust_374;Prod_5;SHP_1385;2009-09-27;2009-09-28;MARY O'ROURKE;MANITOBA;PRARIE;HOME OFFICE;198126;49;MEDIUM;1
Ord_1010;Cust_366;Prod_5;SHP_1399;2012-08-07;2012-08-08;THEONE PIPPENGER;MANITOBA;PRARIE;CORPORATE;19523;35;HIGH;1
Ord_1014;Cust_368;Prod_5;SHP_1404;2012-04-12;2012-04-13;DANA KAYDOS;MANITOBA;PRARIE;CORPORATE;13109;10;CRITICAL;1
Ord_1030;Cust_374;Prod_1;SHP_1423;2009-02-23;2009-02-24;MARY O'ROURKE;MANITOBA;PRARIE;HOME OFFICE;83481;22;CRITICAL;1
Ord_1076;Cust_412;Prod_5;SHP_1488;2009-07-30;2009-07-30;GUY THORNTON;ONTARIO;ONTARIO;CORPORATE;138188;32;LOW;0
Ord_1110;Cust_430;Prod_1;SHP_1534;2010-07-21;2010-07-21;ANNIE THURMAN;ONTARIO;ONTARIO;HOME OFFICE;542358;42;HIGH;0
Ord_1127;Cust_434;Prod_5;SHP_1554;2011-11-27;2011-11-29;ANNIE THURMAN;ONTARIO;ONTARIO;CONSUMER;1121974;1;NOT SPECIFIED;2
